EDGE Rank,Order,Family,Species,Common Name,IUCN Category,Assigned IUCN2012,ED Score,ED IQR,ED 05Percentile,ED 95Percentile,EDGE Score,EDGE IQR,EDGE 05Percentile,EDGE 95Percentile
5961,FALCONIFORMES,Falconidae,Falco severus,Oriental Hobby,LC,LC,6.316,3.331215,3.492672,11.375459,1.990064,1.465848,1.502448,2.515715
5962,PASSERIFORMES,Platysteiridae,Batis ituriensis,Ituri Batis,LC,LC,6.310316,3.147057,3.787584,11.846836,1.989286,1.422399,1.566026,2.553098
5963,PASSERIFORMES,Fringillidae,Carpodacus vinaceus,Vinaceous Rosefinch,LC,LC,6.309004,3.363704,3.530398,10.589702,1.989107,1.473321,1.51081,2.450117
5964,PASSERIFORMES,Furnariidae,Geositta antarctica,Short-billed Miner,LC,LC,6.308165,1.700446,4.457741,8.490678,1.988992,0.993417,1.697035,2.25031
5965,PASSERIFORMES,Alaudidae,Mirafra hova,Madagascar Lark,LC,LC,6.306678,3.50181,3.502228,12.061937,1.988789,1.50448,1.504572,2.569702
5966,PASSERIFORMES,Acanthizidae,Gerygone hypoxantha,Biak Gerygone,,LC,6.304673,3.497481,3.637419,13.262408,1.988514,1.503518,1.534158,2.657627
5967,PASSERIFORMES,Timaliidae,Macronous gularis,Pin-striped Tit-babbler,LC,LC,6.299431,3.463019,3.34313,10.134789,1.987796,1.495825,1.468595,2.410074
5968,PASSERIFORMES,Acanthizidae,Gerygone albofrontata,Chatham Gerygone,LC,LC,6.299328,3.461101,3.677694,13.268162,1.987782,1.495396,1.542805,2.658031
5969,PASSERIFORMES,Fringillidae,Carpodacus roseus,Pallas's Rosefinch,LC,LC,6.299066,2.616754,3.565409,8.942588,1.987746,1.285577,1.518508,2.296827
5970,PASSERIFORMES,Sylviidae,Acrocephalus dumetorum,Blyth's Reed-warbler,LC,LC,6.298932,2.114411,3.93372,8.701724,1.987728,1.13604,1.596093,2.272304
5971,COLUMBIFORMES,Columbidae,Ptilinopus purpuratus,Grey-green Fruit-dove,LC,LC,6.298592,3.868257,3.395614,12.835287,1.987681,1.582736,1.480607,2.627222
5972,ACCIPITRIFORMES,Accipitridae,Circus spilonotus,Eastern Marsh-harrier,LC,LC,6.298512,3.594338,3.636001,12.427749,1.98767,1.524825,1.533852,2.597323
5973,PASSERIFORMES,Alaudidae,Mirafra poecilosterna,Pink-breasted Lark,LC,LC,6.298267,3.549984,3.488341,12.299576,1.987637,1.515124,1.501483,2.587732
5974,PASSERIFORMES,Pachycephalidae,Pachycephala pectoralis,Golden Whistler,LC,LC,6.292717,1.952074,4.16272,8.817818,1.986876,1.082508,1.641463,2.284199
5975,COLUMBIFORMES,Columbidae,Ptilinopus bernsteinii,Scarlet-breasted Fruit-dove,LC,LC,6.291382,3.674798,3.49169,12.920349,1.986693,1.542186,1.502229,2.633352
5976,PASSERIFORMES,Tyrannidae,Attila rufus,Grey-hooded Attila,LC,LC,6.290399,2.618492,3.631282,9.744099,1.986558,1.286057,1.532834,2.374357
5977,PASSERIFORMES,Alaudidae,Mirafra albicauda,White-tailed Lark,LC,LC,6.28978,3.527805,3.453305,12.377927,1.986473,1.510237,1.493646,2.593606
5978,COLUMBIFORMES,Columbidae,Ptilinopus porphyreus,Pink-headed Fruit-dove,LC,LC,6.289572,3.889745,3.258019,12.785887,1.986445,1.58714,1.448804,2.623645
5979,PASSERIFORMES,Corvidae,Dendrocitta vagabunda,Rufous Treepie,LC,LC,6.288435,3.231451,3.7791,11.931249,1.986289,1.442545,1.564252,2.559647
5980,COLUMBIFORMES,Columbidae,Ptilinopus pelewensis,Palau Fruit-dove,LC,LC,6.287618,3.942969,3.12044,12.59106,1.986177,1.597966,1.41596,2.609412
5981,PASSERIFORMES,Hirundinidae,Notiochelidon murina,Brown-bellied Swallow,LC,LC,6.285466,1.242296,4.916318,7.824745,1.985881,0.8075,1.777714,2.17756
5982,PASSERIFORMES,Hirundinidae,Haplochelidon andecola,Andean Swallow,LC,LC,6.285466,1.242296,4.916318,7.824745,1.985881,0.8075,1.777714,2.17756
5983,PASSERIFORMES,Oriolidae,Oriolus chinensis,Black-naped Oriole,LC,LC,6.285457,1.761773,4.250611,8.490864,1.98588,1.015873,1.658344,2.25033
5984,PASSERIFORMES,Alaudidae,Mirafra microptera,Burmese Bushlark,LC,LC,6.285276,3.533506,3.468543,12.327531,1.985855,1.511496,1.497062,2.589832
5985,PASSERIFORMES,Hirundinidae,Hirundo leucosoma,Pied-winged Swallow,LC,LC,6.285229,1.55369,4.207539,8.045693,1.985849,0.937539,1.650107,2.202289
5986,PASSERIFORMES,Dendrocolaptidae,Dendrocincla merula,White-chinned Woodcreeper,LC,LC,6.285023,1.720903,4.440153,8.445323,1.985821,1.000964,1.693807,2.24552
5987,PASSERIFORMES,Campephagidae,Lalage leucopygialis,White-rumped Triller,LC,LC,6.283133,1.567129,4.364033,8.246096,1.985561,0.942788,1.679716,2.224201
5988,PASSERIFORMES,Oriolidae,Oriolus oriolus,Eurasian Golden Oriole,LC,LC,6.282609,1.767081,4.253503,8.484624,1.985489,1.017793,1.658895,2.249672
5989,PASSERIFORMES,Alaudidae,Mirafra somalica,Somali Lark,LC,LC,6.282277,3.551129,3.404372,12.474385,1.985444,1.515375,1.482598,2.60079
5990,PSITTACIFORMES,Psittacidae,Aprosmictus erythropterus,Red-winged Parrot,LC,LC,6.28126,2.436359,3.972954,9.833851,1.985304,1.234412,1.604014,2.382676
5991,PASSERIFORMES,Cisticolidae,Prinia subflava,Tawny-flanked Prinia,LC,LC,6.279842,3.433088,3.336376,10.195914,1.985109,1.489096,1.467039,2.415549
5992,PASSERIFORMES,Platysteiridae,Batis occulta,West African Batis,LC,LC,6.279832,3.137575,3.814256,11.987327,1.985108,1.42011,1.571582,2.563974
5993,GALLIFORMES,Phasianidae,Galloperdix lunulata,Painted Spurfowl,LC,LC,6.279801,2.82424,3.818025,10.854238,1.985103,1.34136,1.572364,2.472685
5994,PASSERIFORMES,Rhipiduridae,Rhipidura drownei,Brown Fantail,LC,LC,6.279058,3.310694,3.603248,11.754892,1.985001,1.461099,1.526762,2.545915
5995,PASSERIFORMES,Troglodytidae,Campylorhynchus nuchalis,Stripe-backed Wren,LC,LC,6.278584,1.158194,5.001583,7.796065,1.984936,0.769272,1.792023,2.174304
5996,FALCONIFORMES,Falconidae,Falco moluccensis,Spotted Kestrel,LC,LC,6.274828,3.256008,3.346805,11.262956,1.98442,1.448332,1.469441,2.506583
5997,PASSERIFORMES,Alaudidae,Mirafra collaris,Collared Lark,LC,LC,6.274321,3.528864,3.437289,12.303718,1.98435,1.510471,1.490044,2.588044
5998,APODIFORMES,Trochilidae,Oreonympha nobilis,Bearded Mountaineer,LC,LC,6.27406,0.981663,4.46651,7.43795,1.984315,0.683936,1.69864,2.132739
5999,PASSERIFORMES,Campephagidae,Coracina parvula,Halmahera Cuckooshrike,LC,LC,6.272501,4.57795,2.714687,13.051262,1.9841,1.718821,1.312295,2.642712
6000,CORACIIFORMES,Meropidae,Merops leschenaulti,Chestnut-headed Bee-eater,LC,LC,6.272376,0.963373,5.187446,7.527637,1.984083,0.674664,1.822522,2.143312
6001,COLUMBIFORMES,Columbidae,Ptilinopus viridis,Claret-breasted Fruit-dove,LC,LC,6.272004,3.714753,3.234187,12.588739,1.984032,1.550696,1.443191,2.609241
6002,PASSERIFORMES,Thraupidae,Chlorornis riefferii,Grass-green Tanager,LC,LC,6.270653,2.056984,3.66003,8.759284,1.983846,1.117429,1.539022,2.278219
6003,APODIFORMES,Trochilidae,Chalcostigma olivaceum,Olivaceous Thornbill,LC,LC,6.269271,0.972253,4.456011,7.438974,1.983656,0.679177,1.696718,2.132861
6004,PASSERIFORMES,Campephagidae,Lalage nigra,Pied Triller,LC,LC,6.269134,1.577869,4.346709,8.24102,1.983637,0.946963,1.676481,2.223652
6005,GALLIFORMES,Odontophoridae,Callipepla squamata,Scaled Quail,LC,LC,6.266653,2.11133,4.178768,9.314262,1.983296,1.13505,1.644567,2.333528
6006,CORACIIFORMES,Meropidae,Merops viridis,Blue-throated Bee-eater,LC,LC,6.26584,0.964122,5.167361,7.522517,1.983184,0.675046,1.819271,2.142712
6007,PASSERIFORMES,Meliphagidae,Myzomela erythrocephala,Red-headed Myzomela,LC,LC,6.265809,2.802901,3.6336,9.474769,1.98318,1.335764,1.533334,2.348969
6008,PASSERIFORMES,Alaudidae,Mirafra alopex,Abyssinian Lark,LC,LC,6.264562,3.479402,3.47348,12.45215,1.983008,1.49949,1.498167,2.599139
6009,COLUMBIFORMES,Columbidae,Ducula pinon,Pinon Imperial-pigeon,LC,LC,6.263077,2.997134,3.691701,10.11966,1.982804,1.385578,1.545795,2.408715
6010,CORACIIFORMES,Alcedinidae,Ceyx lepidus,Variable Kingfisher,LC,LC,6.262367,1.3041,4.778992,7.959442,1.982706,0.83469,1.754229,2.192708
6011,PASSERIFORMES,Alaudidae,Mirafra erythroptera,Indian Lark,LC,LC,6.262096,3.427242,3.447859,12.114396,1.982668,1.487777,1.492423,2.573711
6012,PASSERIFORMES,Sylviidae,Acrocephalus melanopogon,Moustached Warbler,LC,LC,6.261162,2.074187,3.99201,8.670055,1.98254,1.12304,1.607839,2.269034
6013,PASSERIFORMES,Meliphagidae,Myzomela boiei,Banda Myzomela,LC,LC,6.260916,3.633229,3.452835,13.004638,1.982506,1.533254,1.493541,2.639389
6014,FALCONIFORMES,Falconidae,Falco alopex,Fox Kestrel,LC,LC,6.258678,3.369403,3.351339,11.5941,1.982198,1.474626,1.470484,2.533228
6015,ANSERIFORMES,Anatidae,Branta bernicla,Brent Goose,LC,LC,6.258547,2.644452,3.640357,9.952116,1.98218,1.293206,1.534791,2.393533
6016,PASSERIFORMES,Platysteiridae,Batis orientalis,Grey-headed Batis,LC,LC,6.258535,3.077869,3.74743,11.713569,1.982178,1.405574,1.557604,2.54267
6017,PASSERIFORMES,Emberizidae,Emberiza buchanani,Grey-necked Bunting,LC,LC,6.258525,2.178035,3.748933,9.007386,1.982177,1.156263,1.55792,2.303323
6018,COLUMBIFORMES,Columbidae,Leptotila plumbeiceps,Grey-headed Dove,LC,LC,6.25725,1.515418,4.596891,7.815247,1.982001,0.922439,1.722211,2.176483
6019,PASSERIFORMES,Mimidae,Toxostoma longirostre,Long-billed Thrasher,LC,LC,6.256462,1.416213,4.75322,8.03561,1.981892,0.882202,1.74976,2.201173
6020,PASSERIFORMES,Alaudidae,Mirafra africanoides,Fawn-coloured Lark,LC,LC,6.256171,3.432122,3.450593,12.036861,1.981852,1.488878,1.493037,2.567781
6021,PASSERIFORMES,Platysteiridae,Platysteira chalybea,Black-necked Wattle-eye,LC,LC,6.255969,1.340004,4.719773,7.852588,1.981824,0.850153,1.743929,2.18071
6022,PASSERIFORMES,Platysteiridae,Platysteira jamesoni,Jameson's Wattle-eye,LC,LC,6.255969,1.340004,4.719773,7.852588,1.981824,0.850153,1.743929,2.18071
6023,PASSERIFORMES,Alaudidae,Mirafra gilletti,Gillett's Lark,LC,LC,6.254748,3.540718,3.484227,12.442193,1.981656,1.513085,1.500566,2.598398
6024,COLUMBIFORMES,Columbidae,Ducula lacernulata,Dark-backed Imperial-pigeon,LC,LC,6.253442,3.776142,3.297151,13.183625,1.981476,1.563633,1.457952,2.652088
6025,COLUMBIFORMES,Columbidae,Ptilinopus wallacii,Wallace's Fruit-dove,LC,LC,6.253311,3.635536,3.296866,12.965953,1.981458,1.533752,1.457886,2.636622
6026,PASSERIFORMES,Turdidae,Zoothera major,Amami Thrush,,LC,6.251979,3.8692,3.433658,13.189779,1.981274,1.58293,1.489225,2.652522
6027,PASSERIFORMES,Muscicapidae,Myrmecocichla aethiops,Northern Anteater-chat,LC,LC,6.251883,1.858148,3.965943,8.472282,1.981261,1.050174,1.602603,2.24837
6028,PASSERIFORMES,Turdidae,Myophonus melanurus,Shiny Whistling-thrush,LC,LC,6.250308,3.213586,3.582049,10.702544,1.981044,1.438314,1.522146,2.459806
6029,PASSERIFORMES,Pycnonotidae,Phyllastrephus baumanni,Baumann's Greenbul,LC,LC,6.246605,2.691322,3.990896,10.785689,1.980533,1.305985,1.607615,2.466886
6030,PASSERIFORMES,Platysteiridae,Batis minulla,Angola Batis,LC,LC,6.245073,3.159002,3.709251,11.871836,1.980322,1.425275,1.549529,2.555042
6031,PASSERIFORMES,Paradisaeidae,Lophorina superba,Superb Bird-of-paradise,LC,LC,6.243933,1.508694,4.555383,8.130289,1.980164,0.919762,1.714767,2.211597
6032,CHARADRIIFORMES,Alcidae,Fratercula arctica,Atlantic Puffin,LC,LC,6.243924,1.071963,4.884292,7.794417,1.980163,0.728496,1.772286,2.174117
6033,CHARADRIIFORMES,Alcidae,Fratercula corniculata,Horned Puffin,LC,LC,6.243924,1.071963,4.884292,7.794417,1.980163,0.728496,1.772286,2.174117
6034,CHARADRIIFORMES,Laridae,Larus minutus,Little Gull,LC,LC,6.243071,1.223041,4.743202,8.017573,1.980045,0.798876,1.748017,2.199175
6035,PASSERIFORMES,Corvidae,Urocissa erythrorhyncha,Blue Magpie,LC,LC,6.242548,2.765691,3.884647,10.930946,1.979973,1.325931,1.586097,2.479136
6036,GALLIFORMES,Odontophoridae,Callipepla douglasii,Elegant Quail,LC,LC,6.242286,2.079354,4.166807,9.270132,1.979937,1.12472,1.642255,2.32924
6037,STRIGIFORMES,Strigidae,Bubo capensis,Cape Eagle-owl,LC,LC,6.240228,1.755488,4.216196,8.311619,1.979653,1.013595,1.651768,2.231263
6038,COLUMBIFORMES,Columbidae,Ducula radiata,Grey-headed Imperial-pigeon,LC,LC,6.237678,4.123552,3.235841,13.371285,1.9793,1.633848,1.443582,2.665232
6039,PASSERIFORMES,Alaudidae,Mirafra cantillans,Singing Bushlark,LC,LC,6.237059,3.571015,3.452516,12.320567,1.979215,1.519735,1.493469,2.589309
6040,PASSERIFORMES,Alaudidae,Mirafra erythrocephala,Indochinese Bushlark,LC,LC,6.236357,3.540234,3.42912,12.166702,1.979118,1.512979,1.488201,2.577691
6041,PASSERIFORMES,Cotingidae,Lipaugus fuscocinereus,Dusky Piha,LC,LC,6.231544,2.979031,3.440284,10.458532,1.978453,1.381038,1.490718,2.438735
6042,PASSERIFORMES,Cotingidae,Pachyramphus minor,Pink-throated Becard,LC,LC,6.229509,1.75994,4.204762,8.518328,1.978171,1.015209,1.649574,2.253219
6043,STRIGIFORMES,Strigidae,Ninox connivens,Barking Owl,LC,LC,6.228884,2.068061,4.211384,8.697541,1.978085,1.121046,1.650845,2.271872
6044,PASSERIFORMES,Acanthizidae,Acanthiza iredalei,Slender-billed Thornbill,LC,LC,6.228396,1.46994,4.542738,8.0932,1.978017,0.904194,1.712489,2.207527
6045,PASSERIFORMES,Acanthizidae,Acanthiza robustirostris,Slaty-backed Thornbill,LC,LC,6.228396,1.46994,4.542738,8.0932,1.978017,0.904194,1.712489,2.207527
6046,FALCONIFORMES,Falconidae,Falco longipennis,Australian Hobby,LC,LC,6.228147,1.386728,4.609784,8.041005,1.977983,0.869923,1.724512,2.20177
6047,COLUMBIFORMES,Columbidae,Leptotila cassini,Grey-chested Dove,LC,LC,6.227715,1.581822,4.362634,7.80269,1.977923,0.948495,1.679455,2.175057
6048,PASSERIFORMES,Emberizidae,Emberiza cirlus,Cirl Bunting,LC,LC,6.227629,2.130847,3.794145,8.919629,1.977911,1.141304,1.567395,2.294516
6049,PASSERIFORMES,Estrildidae,Neochmia ruficauda,Star Finch,LC,LC,6.227187,2.237741,3.699648,9.001629,1.97785,1.174876,1.547488,2.302748
6050,PASSERIFORMES,Cardinalidae,Piranga bidentata,Flame-coloured Tanager,LC,LC,6.226652,1.673749,4.210805,8.260291,1.977776,0.983482,1.650734,2.225735
6051,PASSERIFORMES,Muscicapidae,Myrmecocichla semirufa,White-winged Cliff-chat,LC,LC,6.22629,1.578662,4.426257,8.182584,1.977726,0.947271,1.69125,2.217309
6052,PASSERIFORMES,Sylviidae,Acrocephalus schoenobaenus,Sedge Warbler,LC,LC,6.225147,2.082903,3.958806,8.670511,1.977568,1.125872,1.601165,2.269081
6053,PASSERIFORMES,Fringillidae,Carduelis citrinella,Alpine Citril Finch,LC,LC,6.223231,1.967231,3.690032,8.286888,1.977302,1.087629,1.54544,2.228604
6054,PASSERIFORMES,Pipridae,Xenopipo holochlora,Green Manakin,LC,LC,6.22308,2.932298,3.630672,10.893633,1.977281,1.369224,1.532702,2.476003
6055,PASSERIFORMES,Alaudidae,Mirafra rufocinnamomea,Flappet Lark,LC,LC,6.222338,3.519074,3.394992,12.321827,1.977179,1.508307,1.480466,2.589404
6056,PASSERIFORMES,Alaudidae,Pinarocorys erythropygia,Rufous-rumped Lark,LC,LC,6.221411,3.445564,3.38753,12.113177,1.97705,1.491907,1.478767,2.573618
6057,PASSERIFORMES,Alaudidae,Pinarocorys nigricans,Dusky Lark,LC,LC,6.221411,3.445564,3.38753,12.113177,1.97705,1.491907,1.478767,2.573618
6058,STRIGIFORMES,Strigidae,Scotopelia bouvieri,Vermiculated Fishing-owl,LC,LC,6.218525,2.905607,3.770197,11.207028,1.976651,1.362413,1.562388,2.502012
6059,PASSERIFORMES,Alaudidae,Mirafra affinis,Jerdon's Bushlark,LC,LC,6.218148,3.460625,3.461542,12.242271,1.976598,1.495289,1.495495,2.583414
6060,PASSERIFORMES,Alaudidae,Mirafra angolensis,Angola Lark,LC,LC,6.216249,3.49995,3.413678,12.402662,1.976335,1.504066,1.484708,2.595453
6061,PASSERIFORMES,Sylviidae,Phylloscopus olivaceus,Philippine Leaf-warbler,LC,LC,6.215985,1.466747,4.457468,8.036885,1.976299,0.9029,1.696985,2.201315
6062,PASSERIFORMES,Sylviidae,Phylloscopus cebuensis,Lemon-throated Leaf-warbler,LC,LC,6.215985,1.47633,4.413329,8.034605,1.976299,0.906778,1.688864,2.201062
6063,PASSERIFORMES,Acanthizidae,Gerygone ruficollis,Brown-breasted Gerygone,LC,LC,6.215801,3.342727,3.673421,12.752955,1.976273,1.468502,1.541891,2.621254
6064,PASSERIFORMES,Cotingidae,Lipaugus vociferans,Screaming Piha,LC,LC,6.215101,2.690239,3.549541,9.760584,1.976176,1.305691,1.515026,2.37589
6065,PASSERIFORMES,Pycnonotidae,Hypsipetes virescens,Green-winged Bulbul,LC,LC,6.214105,5.097876,2.734777,12.607997,1.976038,1.80794,1.317688,2.610658
6066,PASSERIFORMES,Oriolidae,Oriolus steerii,Philippine Oriole,LC,LC,6.214027,1.816031,4.223686,8.613006,1.976027,1.035329,1.653203,2.263117
6067,PASSERIFORMES,Tyrannidae,Sirystes sibilator,Sirystes,LC,LC,6.21366,2.358888,3.898403,9.697655,1.975976,1.21161,1.588909,2.370025
6068,PASSERIFORMES,Tyrannidae,Sirystes albogriseus,Western Sirystes,,LC,6.21366,2.358888,3.898403,9.697655,1.975976,1.21161,1.588909,2.370025
6069,STRIGIFORMES,Strigidae,Scotopelia peli,Pel's Fishing-owl,LC,LC,6.213575,2.894501,3.753252,11.477626,1.975965,1.359565,1.558829,2.523937
6070,PASSERIFORMES,Sylviidae,Phylloscopus borealis,Arctic Warbler,LC,LC,6.213258,1.469839,4.175976,7.980101,1.975921,0.904153,1.644028,2.195011
6071,COLUMBIFORMES,Columbidae,Ptilinopus porphyraceus,Purple-capped Fruit-dove,LC,LC,6.212724,3.682001,3.325992,13.255419,1.975847,1.543726,1.464641,2.657137
6072,PASSERIFORMES,Alaudidae,Mirafra assamica,Rufous-winged Lark,LC,LC,6.209782,3.422417,3.41716,12.090718,1.975439,1.486686,1.485497,2.571903
6073,PASSERIFORMES,Alaudidae,Mirafra hypermetra,Red-winged Lark,LC,LC,6.209622,3.485193,3.440269,12.182981,1.975417,1.500781,1.490715,2.578927
6074,PICIFORMES,Ramphastidae,Aulacorhynchus haematopygus,Crimson-rumped Toucanet,LC,LC,6.20856,2.261777,3.807883,9.301419,1.975269,1.182272,1.570257,2.332282
6075,COLUMBIFORMES,Columbidae,Columba vitiensis,White-throated Pigeon,LC,LC,6.206997,2.626207,3.751276,9.509428,1.975052,1.288187,1.558413,2.352273
6076,APODIFORMES,Trochilidae,Anopetia gounellei,Broad-tipped Hermit,LC,LC,6.204004,3.668832,4.398609,18.953445,1.974637,1.540909,1.686141,2.993402
6077,PASSERIFORMES,Corvidae,Urocissa whiteheadi,White-winged Magpie,LC,LC,6.203757,2.77137,3.911841,10.928383,1.974603,1.327438,1.591649,2.478921
6078,PASSERIFORMES,Muscicapidae,Oenanthe monticola,Mountain Wheatear,LC,LC,6.202294,1.968232,3.762802,8.502477,1.9744,1.087967,1.560836,2.251552
6079,PASSERIFORMES,Paridae,Parus cinctus,Siberian Tit,LC,LC,6.201532,1.311401,4.409256,7.777118,1.974294,0.837854,1.688111,2.172148
6080,COLUMBIFORMES,Columbidae,Ducula mullerii,Collared Imperial-pigeon,LC,LC,6.199201,3.498607,3.45724,12.212546,1.97397,1.503768,1.49453,2.581167
6081,PASSERIFORMES,Corvidae,Urocissa flavirostris,Gold-billed Magpie,LC,LC,6.198111,2.807841,3.846808,10.941494,1.973819,1.337062,1.57832,2.480019
6082,PASSERIFORMES,Pittidae,Pitta maxima,Ivory-breasted Pitta,LC,LC,6.196243,1.735497,4.513142,8.599052,1.973559,1.006313,1.707135,2.261664
6083,PASSERIFORMES,Fringillidae,Carduelis carduelis,European Goldfinch,LC,LC,6.195681,1.973243,3.534019,8.176198,1.973481,1.089653,1.511609,2.216613
6084,ACCIPITRIFORMES,Accipitridae,Circus melanoleucos,Pied Harrier,LC,LC,6.195663,3.561806,3.559427,12.494681,1.973479,1.517719,1.517197,2.602296
6085,PASSERIFORMES,Troglodytidae,Thryothorus nigricapillus,Bay Wren,LC,LC,6.194651,1.31473,4.301091,7.847762,1.973338,0.839293,1.667913,2.180164
6086,ANSERIFORMES,Anatidae,Aix sponsa,Wood Duck,LC,LC,6.193607,2.376544,3.743574,9.319416,1.973193,1.216853,1.556791,2.334027
6087,ANSERIFORMES,Anatidae,Aix galericulata,Mandarin Duck,LC,LC,6.193607,2.376544,3.743574,9.319416,1.973193,1.216853,1.556791,2.334027
6088,PASSERIFORMES,Emberizidae,Catamenia inornata,Plain-coloured Seedeater,LC,LC,6.193196,2.480808,3.763878,9.150811,1.973136,1.247264,1.561062,2.317554
6089,PASSERIFORMES,Cisticolidae,Prinia bairdii,Banded Prinia,LC,LC,6.192851,3.401056,3.3464,10.21214,1.973088,1.481845,1.469348,2.416997
6090,PASSERIFORMES,Laniidae,Lanius senator,Woodchat Shrike,LC,LC,6.191504,2.004882,3.704084,8.442549,1.9729,1.100238,1.548431,2.245226
6091,GALLIFORMES,Odontophoridae,Odontophorus balliviani,Stripe-faced Wood-quail,LC,LC,6.190381,3.633325,3.36724,12.160972,1.972744,1.533275,1.474131,2.577256
6092,COLUMBIFORMES,Columbidae,Ducula perspicillata,White-eyed Imperial-pigeon,LC,LC,6.188875,3.329356,3.47683,11.975014,1.972535,1.465419,1.498915,2.563025
6093,PASSERIFORMES,Acanthizidae,Gerygone cinerea,Mountain Gerygone,LC,LC,6.188627,3.266254,3.635153,13.44666,1.9725,1.450736,1.533669,2.670463
6094,PASSERIFORMES,Corvidae,Urocissa caerulea,Taiwan Magpie,LC,LC,6.188101,2.780926,3.88633,11.159261,1.972427,1.329969,1.586441,2.498091
6095,PICIFORMES,Ramphastidae,Pogoniulus chrysoconus,Yellow-fronted Tinkerbird,LC,LC,6.187534,2.542078,3.665242,9.462788,1.972348,1.264713,1.54014,2.347825
6096,PASSERIFORMES,Cardinalidae,Habia cristata,Crested Ant-tanager,LC,LC,6.186356,2.79375,4.000168,12.075034,1.972184,1.333355,1.609472,2.570705
6097,PASSERIFORMES,Thraupidae,Spindalis portoricensis,Puerto Rican Spindalis,LC,LC,6.185784,2.486296,4.015182,11.278675,1.972105,1.24884,1.61247,2.507864
6098,PASSERIFORMES,Turdidae,Turdus rufopalliatus,Rufous-backed Robin,LC,LC,6.185096,1.563653,4.500764,8.19444,1.972009,0.941433,1.704887,2.218599
6099,PASSERIFORMES,Alaudidae,Mirafra rufa,Rusty Lark,LC,LC,6.184582,3.536214,3.471254,12.210336,1.971937,1.512093,1.497669,2.581
6100,PASSERIFORMES,Emberizidae,Emberiza rustica,Rustic Bunting,LC,LC,6.182057,2.202358,3.713537,8.913007,1.971586,1.163887,1.550439,2.293848
6101,PASSERIFORMES,Thamnophilidae,Terenura spodioptila,Ash-winged Antwren,LC,LC,6.181187,3.921396,4.127721,14.72249,1.971465,1.593592,1.634661,2.755092
6102,PASSERIFORMES,Platysteiridae,Batis margaritae,Boulton's Batis,LC,LC,6.179464,3.056964,3.640271,11.58733,1.971225,1.400435,1.534773,2.532691
6103,SULIFORMES,Phalacrocoracidae,Phalacrocorax auritus,Double-crested Cormorant,LC,LC,6.17908,2.255636,4.058463,9.217641,1.971171,1.180388,1.621063,2.324116
6104,PASSERIFORMES,Thamnophilidae,Terenura humeralis,Chestnut-shouldered Antwren,LC,LC,6.178937,1.642829,4.451737,8.120443,1.971151,0.97185,1.695934,2.210518
6105,STRIGIFORMES,Strigidae,Megascops atricapilla,Black-capped Screech-owl,LC,LC,6.178798,1.561835,4.238333,8.380206,1.971132,0.940724,1.656003,2.238602
6106,GALLIFORMES,Odontophoridae,Odontophorus melanotis,Black-eared Wood-quail,LC,LC,6.178714,3.597135,3.319486,12.386847,1.97112,1.525433,1.463136,2.594273
6107,PASSERIFORMES,Acanthizidae,Gerygone sulphurea,Golden-bellied Gerygone,LC,LC,6.176948,3.306838,3.605246,13.003937,1.970874,1.460204,1.527196,2.639339
6108,PASSERIFORMES,Emberizidae,Sporophila nigrorufa,Black-and-tawny Seedeater,VU,VU,0.794204,0.216158,0.575602,1.077971,1.970856,1.581991,1.840932,2.117686
6109,ACCIPITRIFORMES,Accipitridae,Circus assimilis,Spotted Harrier,LC,LC,6.171079,3.496512,3.538809,12.96076,1.970056,1.503302,1.512665,2.636251
6110,PASSERIFORMES,Thraupidae,Anisognathus notabilis,Black-chinned Mountain-tanager,LC,LC,6.169152,2.02319,3.829459,8.589494,1.969787,1.106313,1.574735,2.260668
6111,COLUMBIFORMES,Columbidae,Columba albitorques,White-collared Pigeon,LC,LC,6.168157,3.3365,3.456803,12.233843,1.969649,1.467068,1.494432,2.582777
6112,PASSERIFORMES,Sturnidae,Onychognathus neumanni,Neumann's Starling,,LC,6.168005,2.906438,3.624352,10.832768,1.969627,1.362626,1.531336,2.470873
6113,PASSERIFORMES,Emberizidae,Idiopsar brachyurus,Short-tailed Finch,LC,LC,6.167371,1.986871,3.762284,8.598558,1.969539,1.094226,1.560727,2.261613
6114,PASSERIFORMES,Platysteiridae,Batis crypta,Dark Batis,LC,LC,6.166324,3.0794,3.749636,11.113234,1.969393,1.40595,1.558068,2.494299
6115,PASSERIFORMES,Tyrannidae,Tolmomyias sulphurescens,Yellow-olive Flycatcher,LC,LC,6.1631,2.603458,3.730685,9.987822,1.968943,1.281894,1.55407,2.396788
6116,COLUMBIFORMES,Columbidae,Ducula spilorrhoa,Torresian Imperial-pigeon,LC,LC,6.161209,3.528108,3.336074,11.758414,1.968679,1.510304,1.466969,2.546191
6117,PASSERIFORMES,Alaudidae,Mirafra cordofanica,Kordofan Lark,LC,LC,6.161064,3.348002,3.496899,12.406809,1.968659,1.469716,1.503388,2.595763
6118,PASSERIFORMES,Oriolidae,Oriolus sagittatus,Olive-backed Oriole,LC,LC,6.159982,1.826919,4.184721,8.574858,1.968507,1.039187,1.645716,2.259141
